,query,query_id,query_type,document,passage_sign_de,passage_sign_ce,input_id
384,common age for skin cancer,95353,NUMERIC,"Factors that may increase your risk of skin cancer include: 1  Fair skin. Anyone, regardless of skin color, can get skin cancer. 2  A history of sunburns. Having had one or more blistering sunburns as a child or teenager increases your risk of developing skin cancer as an adult. 3  Excessive sun exposure. Anyone who spends considerable time in the sun may develop skin cancer, especially if the skin isn't protected by sunscreen or clothing. Tanning, including exposure to tanning lamps and beds, also puts you at risk. A tan is your skin's injury response to excessive UV radiation.",1,0.0,19
385,common age for skin cancer,95353,NUMERIC,"Melanoma is the second most common form of cancer in females age 15-29.10 Melanoma is increasing faster in females age 15-29 than in males of the same age group.9. Basal cell and squamous cell carcinomas, the two most common forms of skin cancer, are highly curable if detected early and treated properly.6,11.",1,1.0,19
386,common age for skin cancer,95353,NUMERIC,"This nonmelanoma skin cancer may appear as a firm red nodule, a scaly growth that bleeds or develops a crust, or a sore that doesn't heal. It most often occurs on the nose, forehead, ears, lower lip, hands, and other sun-exposed areas of the body. Squamous cell carcinoma is curable if caught and treated early.",1,0.0,19
387,common age for skin cancer,95353,NUMERIC,"To qualify as a common cancer for the list, the estimated annual incidence for 2017 had to be 40,000 cases or more. The most common type of cancer on the list is breast cancer, with more than 255,000 new cases expected in the United States in 2017. The next most common cancers are lung cancer and prostate cancer.",1,0.0,19
388,common age for skin cancer,95353,NUMERIC,"Between 40 and 50 percent of Americans who live to age 65 will have either basal cell carcinoma or squamous cell carcinoma at least once.5. Basal cell carcinoma (BCC) is the most common form of skin cancer.6 More than 4 million cases are diagnosed in the U.S. each year.1,13. Squamous cell carcinoma is the second most common form of skin cancer.7 More than 1 million cases are diagnosed in the U.S. each year.1,13. Organ transplant patients are approximately 100 times more likely than the general public to develop squamous cell carcinoma.8.",1,1.0,19
389,common age for skin cancer,95353,NUMERIC,"Skin cancer is the most common cancer in the United States.1-2. Current estimates are that one in five Americans will develop skin cancer in their lifetime.3-4. It is estimated that nearly 9,500 people in the U.S. are diagnosed with skin cancer every day.5-7.",1,0.0,19
390,common age for skin cancer,95353,NUMERIC,"Ruth St. Denis: In Search of a Goddess. An exhibition commemorating the 70th Anniversary of the. founding of the Adelphi Dance Department. September 28–October 20, 2008. A collaboration between the Adelphi University Archives and.",0,,19
391,common age for skin cancer,95353,NUMERIC,"Malta is the largest of the three major islands that constitute the Maltese archipelago. It is sometimes referred to as Valletta for statistical purposes to distinguish the main island from the entire country. Malta is in the middle of the Mediterranean Sea directly south of Italy and north of Libya.The island is 27 kilometres (17 mi) long and 14.5 kilometres (9 mi) wide, with a total area of 246 square kilometres (95 sq mi). The capital is Valletta, largest city is Qormi and the largest locality is Birkirkara.alta is located east of its sister islands of Gozo and Comino. It lies on the Malta plateau, a shallow shelf formed from the high points of a land bridge between Sicily and North Africa that became isolated as sea levels rose after the last Ice Age.",0,,19
392,common age for skin cancer,95353,NUMERIC,"Air Supply performed in London supporting Chicago and Boz Scaggs. Although their music had some commercial success, Russell claimed, on a 1995 DVD, that he and Hitchcock were so poor that they checked the backs of hotel sofas for change so that they could buy bread to make toast.ir Supply performed in London supporting Chicago and Boz Scaggs. Although their music had some commercial success, Russell claimed, on a 1995 DVD, that he and Hitchcock were so poor that they checked the backs of hotel sofas for change so that they could buy bread to make toast.",0,,19
393,common age for skin cancer,95353,NUMERIC,"The average Medicare allowable for services is between $26 and $30 per weighted procedure, bringing a single PT session to a cost of around $100. Clinics usually charge more than the amount allowed by the insurance and write off the difference.he charge for an assessment could be $150 or more. After the assessment, the physical therapist may perform varied sets of procedures for each session. Some procedures are billable by the minute; the charge for gait training could be as high as $115 for each quarter hour, for example.",0,,19
394,common age for skin cancer,95353,NUMERIC,"56733 N La Carro Ln, Seligman, AZ 86337 - Yavapai County Cabin Shell on 2 acres 12x10 Cabin shell with Loft, shed, covered Deck, gated, no septic, borders State land Bridge canyon country estates Unit 15, Lot 3018",0,,19
395,common age for skin cancer,95353,NUMERIC,"Black, Red, and White Currants. In the U.S., currant often means Zante currants (a.k.a. dried Cornith grapes) that are more or less just small raisins. Fresh black, red, or white currants (pictured here) aren't widely available, but worth seeking out if they're grown near you. Dried black currants are also made and sold.",0,,19
396,common age for skin cancer,95353,NUMERIC,"otto von bismarck Otto von Bismarck (1815-1898) The battleship Bismarck was named in honour of Otto Fürst von Bismarck, the architect of German unification and the arbiter of European politics during the second half of the 19th century.",0,,19
397,common age for skin cancer,95353,NUMERIC,"And depression is not the only condition that investigators suspect TMS might treat. More than 200 clinical trials are underway to test the treatment for use against conditions including epilepsy, tinnitus (ringing in the ears), pain, Parkinson's disease, Alzheimer's disease, schizophrenia, and stroke.",0,,19
398,common age for skin cancer,95353,NUMERIC,"Very low calorie diet. Very low calorie diet (VLCD) is a diet with very or extremely low daily food energy consumption. It is defined as a diet of 800 kilocalories (3,300 kJ) per day or less. VLCDs are formulated, nutritionally complete, liquid meals containing 800 kilocalories or less per day.",0,,19
399,common age for skin cancer,95353,NUMERIC,• SENSORY RECEPTOR (noun). The noun SENSORY RECEPTOR has 1 sense: 1. an organ having nerve endings (in the skin or viscera or eye or ear or nose or mouth) that respond to stimulation. Familiarity information: SENSORY RECEPTOR used as a noun is very rare.,0,,19
400,common antifungal yeast infection,95368,ENTITY,"The name is an acronym derived from the original software project name The Onion Router. Tor directs Internet traffic through a free, worldwide, volunteer network consisting of more than six thousand relays to conceal a user's location and usage from anyone conducting network surveillance or traffic analysis.",0,,20
